config_name,f1_mean,f1_std,acc_mean,acc_std,auc_mean,auc_std,f1_early_mean,f1_early_std,f1_late_mean,f1_late_std,f1_healthy_mean,f1_healthy_std,n_runs
ensemble_8,0.36847055405162854,0.007930622527202464,0.5576622940732247,0.017041658961862338,0.8074642192894768,0.0024078742056477067,0.22338590477172104,0.00820366414915285,0.1807425964007014,0.004084292154902191,0.7012831609824632,0.01590679740356268,20
