run_id,config_name,n_ensemble,n_samples,accuracy,roc_auc_macro,f1_macro,recall_macro,precision_macro,f1_class_0_early,f1_class_1_late,f1_class_2_healthy,seed
0,ensemble_8,8,300,0.5586664056163119,0.804051477167807,0.3693530494940694,0.6430955135433657,0.40652851353450625,0.22685370741482966,0.17914413132175727,0.7020613097456214,42
1,ensemble_8,8,300,0.529997482728722,0.803825847326729,0.3552452694563133,0.6403928468964528,0.40334682512359815,0.2135013845125561,0.17681341343136375,0.67542101042502,43
2,ensemble_8,8,300,0.5568763460408916,0.805760953988791,0.366986168838384,0.6366586164622003,0.4055094804719724,0.22219770520741394,0.17714884696016772,0.7016119543475703,44
3,ensemble_8,8,300,0.5542192263586272,0.808477481869931,0.36756235564639556,0.6462125508764712,0.4065221114360553,0.2215055930666129,0.18313253012048192,0.6980489437520918,45
4,ensemble_8,8,300,0.5967051715939922,0.8068291987558204,0.386080891024446,0.6350195924797492,0.41024956707128774,0.24298842343955127,0.1782159446393023,0.7370383049944844,46
5,ensemble_8,8,300,0.5622465247671524,0.8065656002309719,0.3705085038742548,0.6434229940623123,0.40652129838146206,0.2202052091554854,0.18579234972677597,0.7055279527405031,47
6,ensemble_8,8,300,0.5733504880709311,0.8087405151470201,0.37654418763416525,0.6467453757146145,0.4088326527448503,0.22789115646258504,0.18586164474306804,0.7158797616968426,48
7,ensemble_8,8,300,0.5782451822224708,0.8079167499518932,0.3775890588971957,0.633470497205863,0.4084562793912179,0.23752151462994836,0.174140182847192,0.7211054792144468,49
8,ensemble_8,8,300,0.5586664056163119,0.807160939013714,0.3676104944445307,0.6371418450133456,0.4049997582107044,0.21878006542235906,0.18158390326097731,0.7024675146502558,50
9,ensemble_8,8,300,0.5432271417783123,0.8076893125195337,0.36120120854646975,0.6407219521016128,0.40466044664310435,0.2137247569184742,0.18166156202143952,0.6882173066994957,51
10,ensemble_8,8,300,0.5322909965597292,0.8030267043488198,0.3565304929109106,0.6413834743922111,0.4034580499896387,0.20968870234347675,0.1829316475701304,0.6769711288191247,52
11,ensemble_8,8,300,0.57673481945571,0.8103158096073385,0.37859254402103315,0.646795267067026,0.4091720424250163,0.23397804495556718,0.1834469328140214,0.7183526542935109,53
12,ensemble_8,8,300,0.5578273151903337,0.8101652499327999,0.3678884536329088,0.6401490412476925,0.40573821557070194,0.2198205152947988,0.18213935230618253,0.701705493297745,54
13,ensemble_8,8,300,0.5614074343411741,0.8065805142516025,0.3697108324102314,0.6420768153876931,0.4063031105610604,0.2181138755039827,0.1859330796995415,0.7050855420271699,55
14,ensemble_8,8,300,0.5679523396638044,0.8087224319062528,0.3738859151862459,0.6438611645110267,0.40787607485778876,0.22995689655172413,0.18081384643712023,0.7108870025698933,56
15,ensemble_8,8,300,0.5561491343383772,0.8094421405144047,0.3665090201528504,0.6351271258583888,0.4049737381012059,0.22458605117912694,0.17449537823052255,0.7004456310489017,57
16,ensemble_8,8,300,0.5451011103963304,0.8089648094173874,0.36444127426200135,0.6508501921154441,0.4065963172489475,0.22090238528594694,0.1834862385321101,0.6889351989679469,58
17,ensemble_8,8,300,0.5488770173132325,0.8064608126827105,0.36447560294691456,0.643390670415018,0.405498270867478,0.21777862016679303,0.1825542168674699,0.6930939718064809,59
18,ensemble_8,8,300,0.5665538556205074,0.8129552524227717,0.3731181777136349,0.6449353123383692,0.4075234481484505,0.2263103802672148,0.18363844393592677,0.7094057089377632,60
19,ensemble_8,8,300,0.52815148379157,0.8056325847332365,0.35557757993961525,0.6427248443511134,0.4042454427898688,0.22141310765597325,0.17191828254847646,0.6734013496143959,61
