config_name,f1_mean,f1_std,acc_mean,acc_std,auc_mean,auc_std,f1_early_mean,f1_early_std,f1_late_mean,f1_late_std,f1_healthy_mean,f1_healthy_std,n_runs
ensemble_32,0.36235546164214244,0.00997288802942301,0.544280200262915,0.022962490772347525,0.8046401079543584,0.003108586554004457,0.220517241447944,0.0071250588221213156,0.17831193268882345,0.005612019757811316,0.6882372107896599,0.02160918157549387,20
ensemble_64,0.371644724136211,,0.5665818253013734,,0.8027529070389813,,0.22650296359017782,,0.1787688559917549,,0.7096623528267004,,1
ensemble_8,0.36247053178270133,0.009930986388123722,0.5442382457416162,0.023124733887077656,0.8047386852252604,0.003005134461050444,0.22124986456103085,0.007070111399464032,0.17803351206909263,0.005440053362686862,0.6881282187179805,0.02173114150368232,20
